id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau
564,31.118156,28.433432,0.027867,0.000006,1.000000,42,0.056965,0.000016,1.227058
585,13.485863,14.609537,0.247009,0.000059,1.000000,9,0.238875,0.000130,0.199685
586,17.235680,12.907140,0.118522,0.000362,1.000000,18,0.101978,0.001525,3.323975
587,15.123288,13.543969,0.069272,0.000424,1.000000,14,0.065581,0.001411,6.929816
591,20.230652,13.293643,0.127791,0.000046,1.000000,18,0.096255,0.000238,1.625431
592,16.784925,13.813464,0.110125,0.000067,1.000000,11,0.089949,0.000325,2.145931
564,31.118141,29.433416,0.027867,0.000006,1.000000,43,0.054608,0.000016,1.335459
585,14.359911,14.567620,0.244579,0.000042,1.000000,10,0.252444,0.000129,0.177983
586,17.973467,12.857840,0.115603,0.000299,1.000000,19,0.098974,0.001366,3.356102
587,15.856718,13.480205,0.068494,0.000335,1.000000,15,0.064720,0.001281,6.860322
588,10.000000,15.000000,0.030707,0.027778,1.000000,0,0.045022,1.831132,21.845013
591,20.783895,13.234272,0.123367,0.000043,1.000000,19,0.095695,0.000234,1.629797
592,17.580662,13.768032,0.106892,0.000057,1.000000,12,0.090009,0.000313,2.105134
564,31.117722,30.432995,0.027867,0.000006,1.000000,44,0.051111,0.000016,1.532695
585,15.243948,14.531914,0.246426,0.000032,1.000000,11,0.243913,0.000128,0.189585
586,18.728210,12.814060,0.112836,0.000250,1.000000,20,0.096931,0.001226,3.336697
587,16.610649,13.424575,0.067774,0.000271,1.000000,16,0.063796,0.001191,6.857830
588,9.935389,15.481762,0.030742,0.027710,1.000000,1,0.045576,0.180363,20.795498
591,21.456793,13.187770,0.119488,0.000038,1.000000,20,0.091116,0.000236,1.801393
592,18.408615,13.731505,0.104422,0.000049,1.000000,13,0.085573,0.000314,2.323473
564,31.117231,31.431608,0.027870,0.000006,1.000000,45,0.052015,0.000016,1.463092
585,16.151049,14.505221,0.245937,0.000026,1.000000,12,0.248769,0.000124,0.179856
586,19.499893,12.775330,0.110324,0.000211,1.000000,21,0.094135,0.001079,3.339996
587,17.380695,13.375485,0.067090,0.000224,1.000000,17,0.063177,0.001035,6.642058
588,9.917101,15.530946,0.031452,0.026385,1.000000,2,0.046509,0.023168,18.465591
590,10.000000,15.000000,0.031364,0.027778,1.000000,0,0.070721,0.457669,13.420235
591,22.112970,13.142081,0.115908,0.000035,1.000000,21,0.094188,0.000225,1.649300
592,19.225853,13.695364,0.102011,0.000043,1.000000,14,0.089878,0.000290,2.037722
564,31.117220,32.431324,0.027870,0.000006,1.000000,46,0.048737,0.000016,1.673359
586,20.286104,12.740825,0.107839,0.000179,1.000000,22,0.090539,0.000972,3.435396
587,18.170446,13.332942,0.066438,0.000187,1.000000,18,0.061658,0.000953,6.723988
588,10.039320,15.368867,0.035726,0.018911,1.000000,3,0.045596,0.021548,18.788412
590,9.943542,15.215412,0.031986,0.027340,1.000000,1,0.069105,0.139169,13.192386
591,22.908182,13.113195,0.113142,0.000031,1.000000,22,0.089893,0.000224,1.802188
592,20.091761,13.669778,0.100500,0.000038,1.000000,15,0.085844,0.000287,2.215798
564,31.113272,33.418663,0.027894,0.000006,1.000000,47,0.045840,0.000016,1.901083
586,21.081835,12.709579,0.105304,0.000153,1.000000,23,0.088207,0.000878,3.454005
587,18.973438,13.295273,0.065700,0.000158,1.000000,19,0.060832,0.000880,6.688598
588,10.192877,15.192883,0.038328,0.013931,1.000000,4,0.045663,0.016190,18.319691
590,9.939550,15.224808,0.034356,0.025603,1.000000,2,0.068985,0.051708,12.462938
591,23.679115,13.082988,0.110484,0.000028,1.000000,23,0.091542,0.000222,1.731784
592,20.948679,13.644337,0.098861,0.000034,1.000000,16,0.083193,0.000286,2.350829
564,31.068356,34.254990,0.028160,0.000007,1.000000,48,0.046046,0.000016,1.874081
586,21.889048,12.681505,0.102900,0.000132,1.000000,24,0.086229,0.000791,3.448817
587,19.788774,13.261940,0.064998,0.000135,1.000000,20,0.060446,0.000786,6.491390
588,10.395084,15.003058,0.040386,0.010026,1.000000,5,0.046699,0.007489,16.401562
590,10.006975,15.117216,0.039880,0.021552,1.000000,3,0.067991,0.022633,11.755219
591,24.515417,13.061628,0.108453,0.000025,1.000000,24,0.095126,0.000215,1.584105
592,21.802673,13.619901,0.097275,0.000030,1.000000,17,0.088347,0.000272,2.045777
564,31.013212,35.039562,0.028560,0.000009,1.000000,49,0.044687,0.000016,1.993803
586,22.707577,12.656345,0.100635,0.000114,1.000000,25,0.084609,0.000720,3.431739
587,20.617582,13.232576,0.064362,0.000117,1.000000,21,0.060084,0.000718,6.344656
588,10.692426,14.802886,0.042829,0.006149,1.000000,6,0.046771,0.005860,15.824511
590,10.147298,14.952184,0.047484,0.015768,1.000000,4,0.067749,0.012950,11.006553
591,25.401064,13.046919,0.107098,0.000023,1.000000,25,0.094747,0.000215,1.595929
592,22.692678,13.602188,0.096404,0.000028,1.000000,18,0.085696,0.000276,2.182691
564,30.915798,35.308266,0.030250,0.000015,1.000000,50,0.044697,0.000016,1.989471
586,23.537180,12.633956,0.098539,0.000099,1.000000,26,0.082528,0.000664,3.471734
587,21.457663,13.206657,0.063792,0.000101,1.000000,22,0.059320,0.000674,6.337516
588,11.063585,14.612051,0.044291,0.003869,1.000000,7,0.046936,0.005034,15.393960
590,10.356797,14.763180,0.054309,0.010487,1.000000,5,0.066888,0.009723,10.716126
591,26.294384,13.033870,0.105952,0.000021,1.000000,26,0.101853,0.000214,1.381133
592,23.578894,13.584936,0.095463,0.000025,1.000000,19,0.095676,0.000264,1.727020
564,31.199490,35.162506,0.035091,0.000021,1.000000,51,0.042792,0.000016,2.182261
586,24.374290,12.613565,0.096539,0.000087,1.000000,27,0.079322,0.000610,3.605557
587,22.305813,13.183268,0.063233,0.000088,1.000000,23,0.057677,0.000631,6.491145
588,11.496451,14.436955,0.045167,0.002588,1.000000,8,0.045757,0.004817,15.807438
590,10.630982,14.569063,0.058632,0.006893,1.000000,6,0.064769,0.007356,10.673695
591,27.215086,13.024502,0.105599,0.000019,1.000000,27,0.102594,0.000213,1.360506
592,24.487759,13.571691,0.095481,0.000023,1.000000,20,0.091414,0.000272,1.912162
564,32.093533,35.123848,0.039245,0.000010,1.000000,52,0.041923,0.000016,2.280315
586,25.214199,12.594550,0.094474,0.000077,1.000000,28,0.077956,0.000557,3.581227
587,23.160919,13.162103,0.062577,0.000078,1.000000,24,0.057186,0.000583,6.396194
588,11.971385,14.278079,0.045329,0.001877,1.000000,9,0.045780,0.004027,15.341757
590,10.973920,14.380548,0.060737,0.004531,1.000000,7,0.064054,0.005355,10.208933
591,28.139051,13.016083,0.105360,0.000017,1.000000,28,0.102510,0.000216,1.372091
592,25.394979,13.558876,0.095171,0.000021,1.000000,21,0.094252,0.000273,1.805505
564,33.046799,35.107029,0.040256,0.000006,1.000000,53,0.039497,0.000017,2.597224
586,26.062887,12.577315,0.092545,0.000068,1.000000,29,0.075751,0.000516,3.655778
587,24.024202,13.143139,0.061964,0.000069,1.000000,25,0.056794,0.000544,6.305624
588,12.494431,14.136583,0.045446,0.001391,1.000000,10,0.046400,0.003277,14.520402
590,11.390069,14.205839,0.061882,0.002966,1.000000,8,0.063433,0.004156,9.813480
591,29.063654,13.007986,0.105152,0.000016,1.000000,29,0.106304,0.000220,1.288329
592,26.306568,13.547382,0.095106,0.000020,1.000000,22,0.094210,0.000280,1.830616
564,34.008720,35.093739,0.040050,0.000005,1.000000,54,0.037867,0.000017,2.846302
586,26.915878,12.561340,0.090658,0.000061,1.000000,30,0.074521,0.000473,3.629951
587,24.894806,13.126151,0.061401,0.000062,1.000000,26,0.056343,0.000503,6.204318
588,13.065030,14.012501,0.045684,0.001044,1.000000,11,0.046240,0.002807,14.158682
590,11.872768,14.049550,0.062393,0.001989,1.000000,9,0.062995,0.003122,9.274305
591,29.990103,13.000469,0.105229,0.000015,1.000000,30,0.105484,0.000223,1.316935
592,27.218758,13.536510,0.095049,0.000018,1.000000,23,0.090565,0.000292,2.013444
564,34.969154,35.080624,0.039590,0.000004,1.000000,55,0.036927,0.000017,3.009386
586,27.776632,12.546845,0.088887,0.000054,1.000000,31,0.072542,0.000440,3.697712
587,25.771969,13.110640,0.060867,0.000055,1.000000,27,0.055443,0.000475,6.243659
588,13.674656,13.903955,0.045813,0.000802,1.000000,12,0.046073,0.002513,13.912862
590,12.420428,13.913780,0.062586,0.001350,1.000000,10,0.061744,0.002596,9.124098
591,30.917992,12.993590,0.105245,0.000014,1.000000,31,0.119187,0.000222,1.034001
597,10.000000,15.000000,0.032094,0.027778,1.000000,0,0.051791,1.016299,18.818829
564,35.928780,35.067776,0.039130,0.000003,1.000000,56,0.035159,0.000018,3.350719
586,28.641039,12.533402,0.087155,0.000048,1.000000,32,0.071529,0.000411,3.686139
587,26.654263,13.096519,0.060320,0.000050,1.000000,28,0.054877,0.000451,6.227079
588,14.315166,13.808573,0.045868,0.000632,1.000000,13,0.045645,0.002345,13.894778
590,13.018339,13.796556,0.062341,0.000958,1.000000,11,0.060894,0.002209,8.928663
591,31.812708,12.984202,0.106054,0.000013,1.000000,32,0.120601,0.000225,1.016489
597,9.933581,15.371190,0.032203,0.027625,1.000000,1,0.051657,0.030795,16.717640
600,10.000000,15.000000,0.031873,0.027778,1.000000,0,0.050848,0.043507,17.414875
564,36.879890,35.052570,0.038558,0.000003,1.000000,57,0.033467,0.000018,3.737869
586,29.512297,12.521158,0.085556,0.000044,1.000000,33,0.069355,0.000391,3.820721
587,27.541500,13.083655,0.059796,0.000045,1.000000,29,0.053423,0.000440,6.472577
588,14.978991,13.723930,0.045826,0.000514,1.000000,14,0.044702,0.002400,14.381905
590,13.657839,13.695596,0.061961,0.000706,1.000000,12,0.058764,0.002064,9.259851
591,32.704697,12.974911,0.106843,0.000013,1.000000,33,0.140940,0.000226,0.747922
597,10.035190,15.228078,0.036943,0.020915,1.000000,2,0.048490,0.025204,17.712517
600,10.079680,14.883327,0.035558,0.022397,1.000000,1,0.049262,0.014738,16.594429
564,37.818710,35.034172,0.037931,0.000002,1.000000,58,0.031869,0.000019,4.172017
586,30.384096,12.509472,0.083979,0.000039,1.000000,34,0.068436,0.000368,3.816867
587,28.430815,13.071622,0.059223,0.000041,1.000000,30,0.053562,0.000417,6.304054
588,15.653694,13.646818,0.045650,0.000433,1.000000,15,0.044665,0.002230,14.177782
590,14.324406,13.607028,0.061241,0.000547,1.000000,13,0.058282,0.001773,8.991281
597,10.171068,15.064609,0.039824,0.015704,1.000000,3,0.047424,0.010371,16.740656
600,10.250334,14.708451,0.040377,0.014537,1.000000,2,0.049214,0.005228,14.548533
601,10.000000,15.000000,0.031688,0.027778,1.000000,0,0.040874,4.987505,24.242756
603,10.000000,15.000000,0.031802,0.027778,1.000000,0,0.039926,0.335282,24.197960
564,38.741287,35.011677,0.037284,0.000002,1.000000,59,0.031285,0.000019,4.360849
586,31.262177,12.498881,0.082518,0.000036,1.000000,35,0.067620,0.000348,3.807308
587,29.325607,13.060745,0.058731,0.000037,1.000000,31,0.053135,0.000402,6.303671
588,16.347416,13.577973,0.045506,0.000370,1.000000,16,0.045484,0.001905,13.336037
590,15.022042,13.530569,0.060615,0.000431,1.000000,14,0.058043,0.001518,8.649637
597,10.397255,14.869415,0.042684,0.009798,1.000000,4,0.045979,0.006026,16.241669
600,10.527732,14.512208,0.044691,0.007450,1.000000,3,0.048354,0.002900,13.385068
601,9.947383,15.644153,0.031694,0.027761,1.000000,1,0.040810,0.018766,21.124432
603,9.952762,15.155580,0.031993,0.027127,1.000000,1,0.039673,0.017373,21.696733
564,39.667385,34.991436,0.036710,0.000002,1.000000,60,0.031061,0.000019,4.454664
585,17.063587,14.481935,0.246411,0.000022,1.000000,13,0.107484,0.000153,1.056973
586,32.145771,12.489122,0.081164,0.000033,1.000000,36,0.066255,0.000332,3.876414
587,30.223886,13.050709,0.058267,0.000034,1.000000,32,0.052319,0.000389,6.398719
588,17.067202,13.517922,0.045503,0.000315,1.000000,17,0.045751,0.001659,12.793402
590,15.748133,13.464784,0.060098,0.000345,1.000000,15,0.056662,0.001355,8.686831
597,10.714026,14.670431,0.044090,0.005618,1.000000,5,0.044311,0.004366,16.235512
600,10.925432,14.323953,0.046641,0.003484,1.000000,4,0.046346,0.002038,13.178231
601,10.078062,15.475069,0.034632,0.018820,1.000000,2,0.039606,0.007181,20.028605
603,10.093472,14.988374,0.034585,0.017975,1.000000,2,0.038944,0.006848,20.336746
564,40.601028,34.973721,0.036221,0.000002,1.000000,61,0.029334,0.000020,5.085897
585,17.063560,15.481910,0.246411,0.000022,1.000000,14,0.076573,0.000178,2.211112
586,33.032303,12.480146,0.079866,0.000030,1.000000,37,0.064959,0.000318,3.947035
587,31.124302,13.041183,0.057798,0.000031,1.000000,33,0.051202,0.000382,6.600051
588,17.809378,13.465350,0.045539,0.000269,1.000000,18,0.044976,0.001608,13.023664
590,16.496052,13.407527,0.059458,0.000280,1.000000,16,0.055588,0.001200,8.630795
594,10.000000,15.000000,0.030999,0.027778,1.000000,0,0.049957,0.622843,19.393677
597,11.119730,14.484326,0.044183,0.003264,1.000000,6,0.043148,0.003017,15.797121
600,11.440119,14.162437,0.046492,0.001718,1.000000,5,0.045614,0.001327,12.139886
601,10.299027,15.271030,0.036853,0.010419,1.000000,3,0.039212,0.003066,18.023964
602,10.000000,15.000000,0.031518,0.027778,1.000000,0,0.033891,0.031693,26.831018
603,10.327438,14.790577,0.036575,0.009774,1.000000,3,0.039183,0.002803,17.768351
604,10.000000,15.000000,0.031400,0.027778,1.000000,0,0.037145,0.017333,23.390627
564,41.509468,34.950226,0.035695,0.000002,1.000000,62,0.027839,0.000021,5.752259
586,33.921181,12.471744,0.078620,0.000027,1.000000,38,0.063471,0.000306,4.055531
587,32.026379,13.032295,0.057307,0.000029,1.000000,34,0.049768,0.000379,6.927018
588,18.562662,13.417763,0.045464,0.000233,1.000000,19,0.044077,0.001573,13.347332
590,17.264145,13.357645,0.058778,0.000231,1.000000,17,0.053575,0.001114,8.954000
594,9.937648,15.275175,0.031200,0.027484,1.000000,1,0.047252,0.058853,19.202236
597,11.614653,14.320659,0.043755,0.001917,1.000000,7,0.041203,0.002470,16.211882
600,12.057559,14.033559,0.046069,0.000890,1.000000,6,0.044292,0.000956,11.601612
601,10.636410,15.061255,0.038126,0.004797,1.000000,4,0.038107,0.001862,17.099594
602,10.103046,14.862530,0.032096,0.021010,1.000000,1,0.032125,0.019283,27.735273
603,10.683723,14.590627,0.038020,0.004360,1.000000,4,0.038715,0.001648,16.298920
604,10.140668,14.836579,0.033366,0.018272,1.000000,1,0.036589,0.006041,21.644394
564,42.389729,34.920773,0.035163,0.000001,1.000000,63,0.026717,0.000022,6.335116
586,34.810329,12.463550,0.077409,0.000025,1.000000,39,0.062798,0.000293,4.056564
587,32.929092,13.023984,0.056780,0.000027,1.000000,35,0.049179,0.000367,6.987437
588,19.325127,13.374407,0.045298,0.000205,1.000000,20,0.043776,0.001419,13.146970
590,18.046335,13.313465,0.057944,0.000194,1.000000,18,0.053004,0.000976,8.736757
594,9.993942,15.180193,0.033595,0.023390,1.000000,2,0.047037,0.010235,16.884499
597,12.178198,14.180434,0.042830,0.001222,1.000000,8,0.040465,0.001841,15.668655
600,12.752163,13.933187,0.045308,0.000509,1.000000,7,0.043923,0.000713,10.751245
601,11.104429,14.874121,0.038116,0.002118,1.000000,5,0.037789,0.001210,15.741446
602,10.262667,14.693664,0.032105,0.014715,1.000000,2,0.032248,0.005146,24.813761
603,11.176285,14.416272,0.038419,0.001859,1.000000,5,0.038870,0.001066,14.624702
604,10.380556,14.641528,0.034907,0.009538,1.000000,2,0.036498,0.002951,19.699039
564,43.249134,34.887398,0.034644,0.000001,1.000000,64,0.026214,0.000022,6.648387
586,35.704540,12.456175,0.076278,0.000023,1.000000,40,0.061739,0.000282,4.117318
587,33.833981,13.016117,0.056269,0.000025,1.000000,36,0.048729,0.000355,7.008384
588,20.103058,13.335866,0.045118,0.000181,1.000000,21,0.042586,0.001384,13.617113
590,18.846373,13.275030,0.057174,0.000164,1.000000,19,0.051893,0.000876,8.731945
594,10.175646,14.993007,0.039095,0.013841,1.000000,3,0.044826,0.005994,16.766294
597,12.805877,14.063557,0.042018,0.000802,1.000000,9,0.038940,0.001551,15.951084
600,13.503350,13.855017,0.044781,0.000315,1.000000,8,0.042482,0.000573,10.582608
601,11.694297,14.724297,0.037942,0.000989,1.000000,6,0.036639,0.000906,15.340458
602,10.540328,14.498003,0.032175,0.007475,1.000000,3,0.030868,0.003897,25.361938
603,11.791964,14.279958,0.038663,0.000853,1.000000,6,0.037809,0.000812,14.194225
604,10.741135,14.445719,0.035778,0.004317,1.000000,3,0.035479,0.001984,19.112387
564,44.113308,34.855930,0.034161,0.000001,1.000000,65,0.025096,0.000023,7.376077
586,36.600464,12.449099,0.075193,0.000022,1.000000,41,0.061458,0.000268,4.063758
587,34.741482,13.008777,0.055777,0.000024,1.000000,37,0.048412,0.000341,6.980292
588,20.888945,13.300761,0.044843,0.000161,1.000000,22,0.042618,0.001179,13.054358
590,19.660624,13.241218,0.056386,0.000140,1.000000,20,0.052005,0.000741,8.223806
593,10.000000,15.000000,0.031148,0.027778,1.000000,0,0.035806,0.030018,25.191360
594,10.448081,14.790076,0.041725,0.007493,1.000000,4,0.044608,0.002728,14.802877
597,13.479080,13.965261,0.041092,0.000561,1.000000,10,0.038151,0.001190,15.456825
600,14.293484,13.792798,0.044023,0.000212,1.000000,9,0.042280,0.000434,9.697645
601,12.373213,14.608723,0.037344,0.000535,1.000000,7,0.036600,0.000621,13.831141
602,10.922282,14.309358,0.031547,0.003883,1.000000,4,0.030816,0.001933,23.013304
603,12.493087,14.176167,0.038273,0.000464,1.000000,7,0.038131,0.000558,12.532887
604,11.228893,14.274020,0.035617,0.001984,1.000000,4,0.035532,0.001144,17.007662
564,44.953678,34.820789,0.033689,0.000001,1.000000,66,0.024780,0.000024,7.633644
586,37.501877,12.442619,0.074192,0.000020,1.000000,42,0.061174,0.000257,4.021807
587,35.651859,13.001943,0.055309,0.000022,1.000000,38,0.048380,0.000326,6.860758
588,21.692934,13.270002,0.044590,0.000143,1.000000,23,0.042469,0.001024,12.634370
590,20.492586,13.212157,0.055725,0.000119,1.000000,21,0.051539,0.000654,7.994984
593,10.106771,14.859633,0.032324,0.020767,1.000000,1,0.035379,0.008654,23.397104
594,10.842674,14.594757,0.043280,0.003451,1.000000,5,0.043538,0.001803,14.036475
597,14.197684,13.884375,0.040242,0.000399,1.000000,11,0.037504,0.000967,15.057393
600,15.117676,13.743764,0.043485,0.000146,1.000000,10,0.041344,0.000359,9.411381
601,13.119877,14.520976,0.037031,0.000310,1.000000,8,0.035917,0.000488,13.249949
602,11.428651,14.146541,0.031157,0.001810,1.000000,5,0.030407,0.001337,21.941982
603,13.257805,14.097962,0.038214,0.000271,1.000000,8,0.037598,0.000442,11.895517
604,11.837576,14.138536,0.035571,0.000916,1.000000,5,0.035064,0.000839,16.073469
564,45.807228,34.789623,0.033252,0.000001,1.000000,67,0.023427,0.000025,8.715764
586,38.408089,12.436666,0.073270,0.000019,1.000000,43,0.060005,0.000249,4.112042
587,36.565838,12.995684,0.054876,0.000021,1.000000,39,0.047677,0.000316,6.960027
588,22.512403,13.243004,0.044343,0.000126,1.000000,24,0.041332,0.000953,12.917593
590,21.337622,13.186715,0.055111,0.000101,1.000000,22,0.050018,0.000598,8.150377
593,10.314945,14.671661,0.033645,0.011788,1.000000,2,0.035011,0.003788,21.571526
594,11.360170,14.428064,0.043416,0.001630,1.000000,6,0.042642,0.001231,13.189868
596,10.000000,15.000000,0.031671,0.027778,1.000000,0,0.026450,0.044207,35.503300
597,14.951739,13.817329,0.039509,0.000292,1.000000,12,0.036471,0.000821,15.052863
600,15.965190,13.703854,0.042896,0.000106,1.000000,11,0.040696,0.000294,8.975853
602,12.041363,14.016555,0.030789,0.000923,1.000000,6,0.029657,0.001025,21.541628
603,14.063928,14.037232,0.037995,0.000175,1.000000,9,0.037212,0.000349,11.157876
604,12.534542,14.035444,0.035336,0.000491,1.000000,6,0.034663,0.000617,15.046727
564,46.620499,34.751781,0.032817,0.000001,1.000000,68,0.022287,0.000026,9.822214
586,39.314411,12.430881,0.072364,0.000017,1.000000,44,0.059068,0.000240,4.166903
587,37.480843,12.989594,0.054440,0.000020,1.000000,40,0.046600,0.000308,7.181796
588,23.340832,13.218498,0.044007,0.000112,1.000000,25,0.039700,0.000905,13.556228
590,22.191931,13.164111,0.054404,0.000087,1.000000,23,0.048817,0.000535,8.163117
593,10.635548,14.474107,0.034360,0.005614,1.000000,3,0.034326,0.002163,20.302454
594,11.981957,14.295935,0.043039,0.000836,1.000000,7,0.041163,0.000911,12.836722
596,10.079078,14.883952,0.030668,0.022443,1.000000,1,0.026506,0.005489,31.577095
597,15.732917,13.760970,0.038769,0.000221,1.000000,13,0.035301,0.000704,15.181741
599,10.000000,15.000000,0.031389,0.027778,1.000000,0,0.024938,0.157793,38.860161
600,16.832592,13.671383,0.042338,0.000079,1.000000,12,0.039520,0.000246,8.817729
602,12.729475,13.914494,0.030314,0.000536,1.000000,7,0.028990,0.000780,20.960455
603,14.901059,13.989348,0.037748,0.000120,1.000000,10,0.036326,0.000283,10.785674
604,13.292727,13.956731,0.035063,0.000292,1.000000,7,0.033843,0.000474,14.456648
564,47.398514,34.708275,0.032393,0.000001,1.000000,69,0.021564,0.000028,10.684812
586,40.222076,12.425401,0.071483,0.000016,1.000000,45,0.058244,0.000236,4.248216
587,38.396435,12.983778,0.053981,0.000018,1.000000,41,0.045541,0.000308,7.478703
588,24.176146,13.196141,0.043552,0.000100,1.000000,26,0.038197,0.000887,14.310848
590,23.056139,13.144208,0.053650,0.000075,1.000000,24,0.047623,0.000497,8.292688
593,11.085385,14.294165,0.034341,0.002499,1.000000,4,0.033305,0.001569,19.947245
594,12.679531,14.193110,0.042241,0.000481,1.000000,8,0.039345,0.000751,13.043695
596,10.294808,14.692507,0.028603,0.011307,1.000000,2,0.026053,0.002864,30.161230
597,16.536697,13.713339,0.037993,0.000172,1.000000,14,0.034268,0.000638,15.464262
599,9.988571,15.026885,0.031020,0.026191,1.000000,1,0.024619,0.013385,36.526524
600,17.715277,13.644425,0.041676,0.000061,1.000000,13,0.037625,0.000218,9.183430
602,13.472775,13.834231,0.029823,0.000337,1.000000,8,0.028393,0.000642,20.634087
603,15.761515,13.951003,0.037344,0.000086,1.000000,11,0.035279,0.000240,10.682064
604,14.093851,13.895603,0.034630,0.000188,1.000000,8,0.033047,0.000389,14.129007
564,48.169754,34.664993,0.031989,0.000001,1.000000,70,0.021367,0.000028,11.012966
586,41.131207,12.420230,0.070647,0.000015,1.000000,46,0.058495,0.000228,4.151913
587,39.311943,12.978214,0.053514,0.000017,1.000000,42,0.045462,0.000297,7.393402
588,25.015594,13.175389,0.043030,0.000091,1.000000,27,0.036969,0.000828,14.774092
590,23.927113,13.126194,0.052883,0.000066,1.000000,25,0.046617,0.000453,8.319118
593,11.651923,14.146351,0.033813,0.001226,1.000000,5,0.032710,0.001067,18.881502
594,13.426084,14.111179,0.041213,0.000310,1.000000,9,0.038135,0.000592,12.764174
596,10.631046,14.493545,0.027176,0.004981,1.000000,3,0.025643,0.001608,28.472216
597,17.356966,13.672380,0.037247,0.000137,1.000000,15,0.033586,0.000552,15.319789
599,10.147782,14.852590,0.028600,0.016294,1.000000,2,0.024341,0.003904,33.851833
600,18.607714,13.621313,0.040823,0.000048,1.000000,14,0.036477,0.000187,9.138614
602,14.254164,13.769709,0.029367,0.000230,1.000000,9,0.028198,0.000497,19.532253
603,16.638805,13.919506,0.036822,0.000064,1.000000,12,0.034185,0.000203,10.594934
604,14.924497,13.846784,0.034143,0.000130,1.000000,9,0.032206,0.000318,13.791837
564,48.965065,34.626637,0.031610,0.000001,1.000000,71,0.019828,0.000031,13.191926
586,42.046474,12.415594,0.069900,0.000014,1.000000,47,0.057536,0.000223,4.242859
587,40.230251,12.973029,0.053076,0.000016,1.000000,43,0.044327,0.000292,7.691213
588,25.862284,13.156575,0.042455,0.000082,1.000000,28,0.035325,0.000783,15.608812
590,24.805298,13.109962,0.052113,0.000058,1.000000,26,0.045405,0.000410,8.395926
593,12.312026,14.031190,0.033298,0.000654,1.000000,6,0.032196,0.000735,17.681412
594,14.211658,14.045740,0.040232,0.000211,1.000000,10,0.037241,0.000457,12.223050
596,11.108473,14.317127,0.026269,0.002033,1.000000,4,0.025974,0.000807,24.734037
597,18.194021,13.637300,0.036555,0.000111,1.000000,16,0.032686,0.000484,15.388509
599,10.418424,14.651791,0.026342,0.007658,1.000000,3,0.024816,0.001265,28.619059
600,19.510113,13.601551,0.039963,0.000038,1.000000,15,0.035453,0.000159,9.013433
602,15.068911,13.718227,0.029020,0.000162,1.000000,10,0.027759,0.000400,18.851959
603,17.529947,13.893377,0.036211,0.000049,1.000000,13,0.033646,0.000167,10.090384
604,15.778535,13.807374,0.033606,0.000094,1.000000,10,0.031917,0.000248,12.849423
564,49.703651,34.580997,0.031242,0.000001,1.000000,72,0.020150,0.000031,12.809080
586,42.962208,12.411213,0.069169,0.000013,1.000000,48,0.058429,0.000214,4.043119
587,41.148430,12.968055,0.052618,0.000016,1.000000,44,0.044092,0.000281,7.642469
588,26.714155,13.139203,0.041804,0.000075,1.000000,29,0.034451,0.000696,15.710954
590,25.690319,13.095423,0.051309,0.000051,1.000000,27,0.044838,0.000369,8.247130
593,13.043424,13.943226,0.032830,0.000376,1.000000,7,0.031182,0.000584,17.471140
594,15.030022,13.993613,0.039344,0.000149,1.000000,11,0.035840,0.000384,12.299257
596,11.728395,14.182073,0.026089,0.000792,1.000000,5,0.025293,0.000608,24.153416
597,19.045341,13.607160,0.035864,0.000091,1.000000,17,0.031978,0.000432,15.393298
599,10.837860,14.460338,0.025359,0.002728,1.000000,4,0.023922,0.000956,28.650026
600,20.421801,13.584784,0.039109,0.000031,1.000000,16,0.034310,0.000140,9.071077
602,15.909268,13.676538,0.028676,0.000117,1.000000,11,0.027085,0.000347,18.806742
603,18.434307,13.871855,0.035644,0.000038,1.000000,14,0.032430,0.000145,10.201847
604,16.654089,13.775935,0.033158,0.000069,1.000000,11,0.030763,0.000214,12.986504
564,50.494282,34.543648,0.030896,0.000001,1.000000,73,0.019118,0.000033,14.563939
586,43.885735,12.407385,0.068543,0.000013,1.000000,49,0.057641,0.000208,4.101451
587,42.069092,12.963419,0.052178,0.000015,1.000000,45,0.043064,0.000274,7.890296
588,27.575438,13.123698,0.041116,0.000068,1.000000,30,0.032442,0.000682,17.143017
590,26.582626,13.082383,0.050546,0.000045,1.000000,28,0.043074,0.000342,8.601154
593,13.821698,13.874413,0.032234,0.000240,1.000000,8,0.030856,0.000430,16.282324
594,15.870778,13.950767,0.038417,0.000109,1.000000,12,0.034782,0.000315,12.087098
596,12.450179,14.084432,0.025684,0.000389,1.000000,6,0.025105,0.000421,22.332935
597,19.908762,13.581102,0.035211,0.000076,1.000000,18,0.031215,0.000383,15.422060
599,11.412828,14.307851,0.024475,0.001049,1.000000,5,0.023886,0.000576,25.930208
600,21.340235,13.570197,0.038255,0.000026,1.000000,17,0.033325,0.000121,9.026857
602,16.767523,13.641921,0.028292,0.000089,1.000000,12,0.026521,0.000295,18.524340
603,19.347206,13.853429,0.034990,0.000031,1.000000,15,0.031706,0.000123,9.944879
604,17.543209,13.749757,0.032592,0.000053,1.000000,12,0.030247,0.000176,12.445971
564,51.260422,34.504013,0.030563,0.000001,1.000000,74,0.017967,0.000036,16.924160
586,44.809959,12.403772,0.067928,0.000012,1.000000,50,0.057229,0.000200,4.086444
587,42.989933,12.958978,0.051718,0.000014,1.000000,46,0.042060,0.000263,8.098525
