id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau,zNoise
855,35.554344,65.124931,0.347470,0.000053,0.912996,109,0.426997,0.000006,0.013425,0.304608
877,37.915974,13.907318,0.637926,0.000002,1.308367,32,0.628601,0.000024,0.012458,0.195108
878,28.098478,13.898063,0.648061,0.000007,1.291734,22,0.638602,0.000075,0.021233,0.292503
879,26.426670,13.967498,0.612569,0.000004,1.179674,20,0.605956,0.000028,0.014289,0.105092
880,26.418880,13.956682,0.584552,0.000004,1.134062,20,0.579660,0.000026,0.015098,0.204450
881,28.631437,13.837337,0.723353,0.000009,1.464140,23,0.711670,0.000094,0.019152,0.394150
882,21.799595,14.031753,0.610094,0.000009,1.177236,15,0.607946,0.000047,0.018542,0.349732
884,23.616375,13.994431,0.724404,0.000011,1.449848,17,0.720393,0.000072,0.016310,0.136481
885,22.577145,13.973248,0.590147,0.000009,1.168545,16,0.590310,0.000048,0.019909,0.361110
886,22.710537,14.011396,0.652095,0.000009,1.250490,16,0.650273,0.000051,0.016858,0.136044
887,18.866236,13.856018,0.614594,0.000036,1.226449,13,0.610641,0.000157,0.033604,0.190812
888,18.657806,13.987149,0.646442,0.000030,1.297862,12,0.646999,0.000121,0.026268,0.079074
889,17.883528,14.036995,0.625735,0.000031,1.221877,11,0.626271,0.000111,0.026855,0.305113
890,17.513546,13.941144,0.516467,0.000035,1.014466,11,0.513084,0.000119,0.041371,0.493721
891,16.300266,13.938748,0.728147,0.000093,1.482369,10,0.724134,0.000284,0.032146,0.424069
892,14.977048,14.061842,0.584106,0.000090,1.171567,8,0.584913,0.000211,0.042411,0.522558
893,15.623670,13.981773,0.592240,0.000081,1.184596,9,0.593154,0.000210,0.041194,0.273108
894,13.991812,14.067171,0.536236,0.000143,1.044026,7,0.538753,0.000279,0.057492,1.554489
895,10.508291,14.609011,0.527740,0.005009,0.978168,2,0.531464,0.001090,0.116433,3.227064
896,12.565901,14.087257,0.618388,0.000531,1.272501,6,0.624097,0.000649,0.065310,0.374335
897,12.609803,14.086329,0.636079,0.000539,1.316223,6,0.641054,0.000668,0.062784,0.537443
898,12.198279,14.171526,0.604075,0.000771,1.293872,5,0.608610,0.000881,0.079921,1.369383
812,48.748043,108.699333,0.203982,0.000000,1.000000,165,0.200907,0.000001,0.011698,0.245882
855,35.554180,66.124626,0.347470,0.000053,0.912996,110,0.425716,0.000006,0.013405,0.306099
877,38.825813,13.900577,0.637337,0.000002,1.308367,33,0.625647,0.000024,0.012468,0.202745
878,29.037712,13.890832,0.647237,0.000007,1.291734,23,0.634279,0.000073,0.021166,0.302912
879,27.376984,13.960974,0.611747,0.000004,1.179674,21,0.603662,0.000026,0.013868,0.080795
880,27.381100,13.951672,0.583901,0.000003,1.134062,21,0.578032,0.000024,0.014510,0.177914
881,29.564655,13.829619,0.722355,0.000008,1.464140,24,0.706549,0.000091,0.019064,0.399272
882,22.760826,14.025004,0.609740,0.000008,1.177236,16,0.606474,0.000042,0.017527,0.308077
884,24.577669,13.988342,0.723879,0.000009,1.449848,18,0.716953,0.000066,0.015830,0.151847
885,23.540171,13.967184,0.590173,0.000008,1.168545,17,0.589545,0.000043,0.018763,0.325235
886,23.674072,14.005351,0.651817,0.000008,1.250490,17,0.648498,0.000046,0.016047,0.111281
887,19.793013,13.840914,0.613878,0.000029,1.226449,14,0.606209,0.000141,0.032300,0.215623
888,19.597853,13.974407,0.646552,0.000024,1.297862,13,0.643928,0.000106,0.024837,0.038731
889,18.820267,14.022726,0.625849,0.000024,1.221877,12,0.624632,0.000095,0.025030,0.247580
890,18.431475,13.922438,0.515721,0.000027,1.014466,12,0.512127,0.000101,0.038362,0.417845
891,17.209921,13.916161,0.727185,0.000071,1.482369,11,0.716952,0.000244,0.030344,0.432391
892,15.871915,14.032402,0.584340,0.000064,1.171567,9,0.583360,0.000172,0.038484,0.426343
893,16.524088,13.955511,0.592487,0.000059,1.184596,10,0.590776,0.000174,0.037779,0.202433
894,14.848326,14.024137,0.537047,0.000097,1.044026,8,0.540669,0.000221,0.050828,1.356801
895,10.986851,14.428207,0.530132,0.001793,0.978168,3,0.535329,0.000768,0.096417,2.693437
896,13.361511,14.019198,0.620774,0.000310,1.272501,7,0.618023,0.000497,0.058267,0.398958
897,13.410487,14.020063,0.638146,0.000315,1.316223,7,0.634017,0.000511,0.056189,0.543020
898,12.962112,14.090689,0.606014,0.000442,1.293872,6,0.600766,0.000681,0.072180,1.284795
855,35.554241,67.124733,0.347470,0.000053,0.912996,111,0.426531,0.000006,0.013369,0.307484
877,39.596096,13.885636,0.636657,0.000002,1.308367,34,0.627170,0.000024,0.012496,0.209587
878,29.941334,13.880244,0.646175,0.000006,1.291734,24,0.636702,0.000073,0.021076,0.312969
879,28.305441,13.952075,0.610778,0.000003,1.179674,22,0.604168,0.000025,0.013564,0.057600
880,28.336273,13.945959,0.583157,0.000003,1.134062,22,0.578293,0.000022,0.014069,0.152725
881,30.450287,13.817582,0.721085,0.000008,1.464140,25,0.710067,0.000091,0.018931,0.404548
882,23.722673,14.018650,0.609222,0.000007,1.177236,17,0.606254,0.000038,0.016768,0.268912
884,25.532898,13.981801,0.723022,0.000008,1.449848,19,0.720027,0.000064,0.015416,0.166639
885,24.506016,13.961823,0.590077,0.000007,1.168545,18,0.590124,0.000039,0.017862,0.291905
886,24.637777,13.999650,0.651336,0.000007,1.250490,18,0.649944,0.000042,0.015383,0.088109
887,20.716953,13.826307,0.612590,0.000024,1.226449,15,0.609765,0.000134,0.031064,0.241005
888,20.542294,13.963343,0.646069,0.000020,1.297862,14,0.646344,0.000098,0.023637,0.000126
889,19.763380,14.010676,0.625607,0.000019,1.221877,13,0.625843,0.000085,0.023588,0.193756
890,19.357492,13.906667,0.514981,0.000022,1.014466,13,0.512331,0.000089,0.036013,0.345504
891,18.117929,13.894807,0.724940,0.000056,1.482369,12,0.723499,0.000224,0.028573,0.443358
892,16.781439,14.008763,0.584081,0.000047,1.171567,10,0.584278,0.000146,0.035376,0.337200
893,17.437090,13.934080,0.592064,0.000045,1.184596,11,0.592225,0.000151,0.035068,0.135880
894,15.725554,13.989815,0.538106,0.000069,1.044026,9,0.537436,0.000179,0.046261,1.182506
895,11.610328,14.290836,0.533239,0.000723,0.978168,4,0.527350,0.000549,0.084062,2.260463
896,14.196854,13.967666,0.619776,0.000197,1.272501,8,0.626188,0.000420,0.052218,0.429678
897,14.248524,13.969555,0.636658,0.000202,1.316223,8,0.642507,0.000434,0.050436,0.559353
898,13.768843,14.028390,0.604087,0.000280,1.293872,7,0.613483,0.000596,0.064762,1.231415
855,35.554310,68.124855,0.347470,0.000053,0.912996,112,0.426225,0.000006,0.013348,0.309996
877,40.501320,13.878983,0.636097,0.000001,1.308367,35,0.626188,0.000024,0.012552,0.217411
878,30.882011,13.873757,0.645450,0.000006,1.291734,25,0.635470,0.000073,0.021084,0.324472
879,29.255859,13.946147,0.610039,0.000003,1.179674,23,0.602936,0.000023,0.013290,0.033333
880,29.300241,13.941590,0.582585,0.000003,1.134062,23,0.576966,0.000021,0.013659,0.126281
881,31.389912,13.811284,0.720251,0.000007,1.464140,26,0.708905,0.000090,0.018882,0.411350
882,24.687811,14.013276,0.608783,0.000006,1.177236,18,0.604178,0.000034,0.016076,0.229416
884,26.499641,13.977225,0.722679,0.000007,1.449848,20,0.718946,0.000061,0.015081,0.182886
885,25.474482,13.957170,0.590084,0.000006,1.168545,19,0.589239,0.000035,0.017007,0.256865
886,25.606510,13.995024,0.651148,0.000006,1.250490,19,0.649005,0.000039,0.014772,0.063190
887,21.654846,13.814981,0.612161,0.000021,1.226449,16,0.608371,0.000125,0.030170,0.267181
888,21.492073,13.953888,0.646115,0.000017,1.297862,15,0.644944,0.000089,0.022660,0.038178
889,20.711941,14.000499,0.625650,0.000016,1.221877,14,0.624476,0.000076,0.022336,0.141701
890,20.291588,13.893436,0.514477,0.000017,1.014466,14,0.510887,0.000079,0.033970,0.277926
891,19.045830,13.879081,0.724660,0.000045,1.482369,13,0.721720,0.000202,0.027278,0.456505
892,17.702196,13.989500,0.584128,0.000036,1.171567,11,0.582498,0.000124,0.032786,0.256691
893,18.360060,13.916352,0.592100,0.000035,1.184596,12,0.590545,0.000131,0.032814,0.074742
894,16.622145,13.962800,0.537926,0.000050,1.044026,10,0.535329,0.000145,0.041961,1.021738
895,12.332322,14.191039,0.530234,0.000355,0.978168,5,0.524642,0.000402,0.072694,1.892140
896,15.052705,13.925627,0.621729,0.000138,1.272501,9,0.625011,0.000352,0.047990,0.459781
897,15.107998,13.928688,0.638427,0.000141,1.316223,9,0.640867,0.000364,0.046437,0.576556
898,14.596433,13.976599,0.606915,0.000196,1.293872,8,0.613630,0.000509,0.059818,1.191909
877,41.391708,13.871710,0.635567,0.000001,1.308367,36,0.626806,0.000025,0.012626,0.226081
879,30.199844,13.939880,0.609281,0.000003,1.179674,24,0.602820,0.000023,0.013082,0.008134
880,30.258608,13.936862,0.581946,0.000002,1.134062,24,0.576353,0.000020,0.013330,0.098729
881,32.327843,13.805040,0.719448,0.000006,1.464140,27,0.710742,0.000091,0.018839,0.419962
884,27.466467,13.972825,0.722281,0.000006,1.449848,21,0.720446,0.000059,0.014792,0.200755
885,26.445086,13.953098,0.589968,0.000005,1.168545,20,0.588976,0.000032,0.016277,0.220607
886,26.576445,13.990843,0.650875,0.000005,1.250490,20,0.649286,0.000036,0.014250,0.036935
887,22.595505,13.804913,0.611629,0.000018,1.226449,17,0.610013,0.000120,0.029376,0.295864
888,22.445490,13.945693,0.645933,0.000014,1.297862,16,0.645521,0.000083,0.021850,0.076591
889,21.664547,13.991635,0.625449,0.000013,1.221877,15,0.624367,0.000069,0.021300,0.090554
890,21.229666,13.881763,0.513838,0.000014,1.014466,15,0.510007,0.000071,0.032300,0.212160
891,19.979113,13.865503,0.724138,0.000037,1.482369,14,0.724353,0.000188,0.026135,0.473324
892,18.631580,13.973449,0.583770,0.000028,1.171567,12,0.581528,0.000108,0.030700,0.180823
893,19.290792,13.901501,0.591781,0.000028,1.184596,13,0.590593,0.000117,0.030950,0.015109
894,17.531485,13.940701,0.537277,0.000038,1.044026,11,0.532577,0.000119,0.038458,0.872790
895,13.116106,14.117094,0.527811,0.000202,0.978168,6,0.518918,0.000301,0.064355,1.583075
896,15.930496,13.892388,0.622615,0.000100,1.272501,10,0.627756,0.000309,0.044586,0.493212
897,15.988590,13.896281,0.639082,0.000103,1.316223,10,0.644848,0.000321,0.043024,0.600356
898,15.448324,13.935030,0.608693,0.000144,1.293872,9,0.619398,0.000457,0.055640,1.170023
877,42.319546,13.866894,0.635140,0.000001,1.308367,37,0.626899,0.000025,0.012726,0.235086
879,31.152374,13.934780,0.608624,0.000002,1.179674,25,0.602059,0.000022,0.012925,0.017273
880,31.217178,13.932301,0.581346,0.000002,1.134062,25,0.575182,0.000019,0.013047,0.070373
884,28.436972,13.969147,0.722100,0.000006,1.449848,22,0.721063,0.000057,0.014559,0.219260
885,27.417389,13.949431,0.589837,0.000004,1.168545,21,0.587686,0.000029,0.015640,0.183670
886,27.548786,13.987237,0.650685,0.000004,1.250490,21,0.648574,0.000034,0.013798,0.009870
887,23.541042,13.796094,0.611422,0.000016,1.226449,18,0.610319,0.000115,0.028771,0.324557
888,23.402128,13.938512,0.645874,0.000012,1.297862,17,0.644944,0.000078,0.021191,0.113804
889,22.620823,13.983941,0.625278,0.000011,1.221877,16,0.623573,0.000063,0.020404,0.041155
890,22.171770,13.871508,0.513203,0.000012,1.014466,16,0.508215,0.000064,0.030901,0.150204
891,20.917988,13.853775,0.724172,0.000031,1.482369,15,0.725417,0.000176,0.025202,0.490872
892,19.567745,13.959931,0.583317,0.000022,1.171567,13,0.579507,0.000095,0.028960,0.110877
893,20.227896,13.888790,0.591558,0.000022,1.184596,14,0.589382,0.000104,0.029419,0.040589
894,18.448116,13.921661,0.536177,0.000029,1.044026,12,0.529289,0.000098,0.035398,0.735496
895,13.933218,14.058527,0.524467,0.000127,0.978168,7,0.513292,0.000229,0.057333,1.316266
896,16.819603,13.864220,0.623832,0.000077,1.272501,11,0.628906,0.000275,0.041872,0.525628
897,16.879097,13.868660,0.640438,0.000079,1.316223,11,0.646489,0.000285,0.040364,0.623637
898,16.307377,13.898270,0.611147,0.000111,1.293872,10,0.622833,0.000413,0.052356,1.154702
899,10.000000,15.000000,0.603159,0.040422,1.206317,0,0.593945,0.046020,0.544506,1.147922
903,10.000000,15.000000,0.535917,0.031912,1.071834,0,0.524816,0.058071,0.742175,3.741427
877,43.259922,13.863081,0.634751,0.000001,1.308367,38,0.626561,0.000025,0.012834,0.243800
879,32.103775,13.929827,0.608009,0.000002,1.179674,26,0.601214,0.000021,0.012796,0.041805
880,32.169098,13.927397,0.580732,0.000002,1.134062,26,0.574162,0.000018,0.012788,0.042385
884,29.408777,13.965733,0.722005,0.000005,1.449848,23,0.721603,0.000056,0.014349,0.237670
885,28.389673,13.945837,0.589564,0.000004,1.168545,22,0.586713,0.000027,0.015046,0.147038
886,28.521955,13.983936,0.650443,0.000004,1.250490,22,0.647910,0.000032,0.013384,0.017066
887,24.489292,13.788153,0.611292,0.000014,1.226449,19,0.610303,0.000111,0.028272,0.352005
888,24.361094,13.932067,0.645751,0.000010,1.297862,18,0.644431,0.000073,0.020624,0.148792
889,23.579769,13.977133,0.625027,0.000009,1.221877,17,0.622892,0.000058,0.019628,0.004987
890,23.114132,13.861902,0.512427,0.000010,1.014466,17,0.507176,0.000058,0.029629,0.092591
891,21.860735,13.843501,0.724355,0.000026,1.482369,16,0.725775,0.000165,0.024414,0.508305
892,20.507517,13.947958,0.582605,0.000018,1.171567,14,0.578091,0.000084,0.027450,0.047522
893,21.169556,13.877698,0.591180,0.000019,1.184596,15,0.588271,0.000095,0.028122,0.091381
894,19.366575,13.904406,0.534653,0.000023,1.044026,13,0.527516,0.000083,0.032633,0.611282
895,14.768829,14.009575,0.520702,0.000085,0.978168,8,0.510701,0.000178,0.051149,1.086894
896,17.719486,13.840534,0.624906,0.000061,1.272501,12,0.628571,0.000247,0.039789,0.556797
897,17.779398,13.845160,0.641711,0.000062,1.316223,12,0.646952,0.000257,0.038260,0.646375
898,17.175045,13.866081,0.613527,0.000089,1.293872,11,0.624769,0.000377,0.049710,1.144089
899,10.103084,14.862505,0.600911,0.030566,1.206317,1,0.594302,0.007129,0.234424,0.193979
900,10.000000,15.000000,0.542131,0.032656,1.084262,0,0.541167,0.010355,0.335984,3.263490
902,10.000000,15.000000,0.732691,0.059648,1.465382,0,0.733136,0.009127,0.174829,3.043857
903,10.068959,14.894393,0.533999,0.026403,1.071834,1,0.527574,0.007584,0.304793,1.461607
877,44.201954,13.859449,0.634406,0.000001,1.308367,39,0.627975,0.000026,0.012952,0.252049
879,33.051651,13.924649,0.607420,0.000002,1.179674,27,0.601702,0.000021,0.012713,0.065647
880,33.113781,13.921984,0.580112,0.000002,1.134062,27,0.574036,0.000017,0.012589,0.014827
884,30.381695,13.962613,0.721970,0.000005,1.449848,24,0.724609,0.000055,0.014174,0.255787
885,29.362768,13.942802,0.589222,0.000003,1.168545,23,0.586393,0.000025,0.014546,0.110866
886,29.495186,13.980639,0.650162,0.000004,1.250490,23,0.648575,0.000030,0.013030,0.043780
887,25.439802,13.780980,0.611184,0.000012,1.226449,20,0.612663,0.000109,0.027865,0.378327
888,25.322052,13.926267,0.645589,0.000009,1.297862,19,0.646262,0.000071,0.020141,0.182326
889,24.540894,13.971043,0.624731,0.000008,1.221877,18,0.624458,0.000055,0.018938,0.049321
890,24.058516,13.853139,0.511661,0.000009,1.014466,18,0.506925,0.000054,0.028583,0.038886
891,22.806879,13.834425,0.724546,0.000023,1.482369,17,0.730662,0.000160,0.023671,0.525887
892,21.450602,13.937367,0.581820,0.000015,1.171567,15,0.578310,0.000077,0.026165,0.011640
893,22.114935,13.868009,0.590710,0.000016,1.184596,16,0.589341,0.000088,0.027001,0.139398
894,20.290071,13.889128,0.533156,0.000018,1.044026,14,0.525620,0.000070,0.030337,0.496765
895,15.628800,13.970589,0.517625,0.000059,0.978168,9,0.507776,0.000141,0.046082,0.883856
896,18.629650,13.820666,0.625607,0.000049,1.272501,13,0.632497,0.000231,0.037959,0.587321
897,18.689135,13.825212,0.642708,0.000051,1.316223,13,0.653553,0.000240,0.036239,0.668955
898,18.053137,13.838409,0.615593,0.000073,1.293872,12,0.632550,0.000357,0.047206,1.138057
899,10.331566,14.668675,0.597549,0.015022,1.206317,2,0.601344,0.002838,0.146188,0.181870
902,10.191845,14.812290,0.732922,0.028725,1.465382,1,0.749353,0.003991,0.111718,2.275938
903,10.275149,14.705397,0.530952,0.013888,1.071834,2,0.532469,0.002840,0.186129,0.625676
905,10.000000,15.000000,0.699329,0.054340,1.398658,0,0.724680,0.040472,0.357381,2.187065
907,10.000000,15.000000,0.450088,0.022509,0.900177,0,0.473132,0.064625,0.920312,0.685388
877,45.166973,13.857416,0.634153,0.000001,1.308367,40,0.626725,0.000026,0.013075,0.258158
879,34.012924,13.920995,0.606945,0.000002,1.179674,28,0.600492,0.000021,0.012638,0.085983
880,34.066437,13.917603,0.579581,0.000002,1.134062,28,0.572949,0.000017,0.012384,0.009647
884,31.353441,13.959420,0.722183,0.000004,1.449848,25,0.723776,0.000054,0.014035,0.271112
885,30.336567,13.939820,0.588893,0.000003,1.168545,24,0.585551,0.000023,0.014048,0.077920
886,30.471043,13.977856,0.649997,0.000003,1.250490,24,0.647776,0.000028,0.012687,0.067811
887,26.391764,13.774434,0.611331,0.000011,1.226449,21,0.611002,0.000106,0.027605,0.399535
888,26.285236,13.921200,0.645666,0.000008,1.297862,20,0.645347,0.000068,0.019740,0.210407
889,25.505236,13.965706,0.624696,0.000007,1.221877,19,0.624138,0.000051,0.018336,0.086939
890,25.007669,13.845631,0.511016,0.000007,1.014466,19,0.506008,0.000050,0.027640,0.006739
891,23.750137,13.825318,0.725296,0.000020,1.482369,18,0.729677,0.000151,0.023099,0.539641
892,22.399559,13.928379,0.581256,0.000013,1.171567,16,0.577374,0.000070,0.025041,0.061141
893,23.065401,13.859768,0.590507,0.000013,1.184596,17,0.587995,0.000081,0.026081,0.178808
894,21.216106,13.875242,0.531663,0.000014,1.044026,15,0.525232,0.000060,0.028173,0.398041
895,16.503599,13.938026,0.514835,0.000043,0.978168,10,0.507573,0.000115,0.041577,0.716883
897,19.591675,13.805219,0.644543,0.000042,1.316223,14,0.651356,0.000220,0.034946,0.685632
898,18.915915,13.809592,0.618345,0.000061,1.293872,13,0.631445,0.000329,0.045482,1.129194
899,10.693674,14.471099,0.599838,0.005963,1.206317,3,0.602053,0.001528,0.107386,0.344777
901,10.000000,15.000000,0.614985,0.042023,1.229969,0,0.645939,0.003477,0.140168,3.760411
902,10.510651,14.608916,0.742861,0.011394,1.465382,2,0.740462,0.002200,0.085202,1.900471
903,10.606169,14.505782,0.531831,0.005842,1.071834,3,0.537047,0.001496,0.133414,0.246358
904,10.000000,15.000000,0.511095,0.029024,1.022190,0,0.530618,0.010966,0.358479,5.635848
905,10.129724,14.843329,0.707266,0.037379,1.398658,1,0.714575,0.007143,0.163269,1.493273
906,10.000000,15.000000,0.716260,0.057003,1.432519,0,0.746296,0.007883,0.157217,2.455856
907,10.034255,14.938327,0.452750,0.019918,0.900177,1,0.460488,0.007881,0.404140,0.703033
877,46.120674,13.854362,0.633865,0.000001,1.308367,41,0.628913,0.000027,0.013194,0.261092
879,34.965870,13.916635,0.606424,0.000002,1.179674,29,0.601812,0.000021,0.012606,0.102324
880,35.008644,13.912528,0.579029,0.000001,1.134062,29,0.573826,0.000016,0.012234,0.030364
884,32.327465,13.956770,0.722304,0.000004,1.449848,26,0.728001,0.000054,0.013896,0.283138
885,31.310484,13.937168,0.588519,0.000003,1.168545,25,0.586178,0.000022,0.013641,0.048952
886,31.447187,13.975266,0.649778,0.000003,1.250490,25,0.649471,0.000027,0.012398,0.088306
887,27.345711,13.768428,0.611300,0.000010,1.226449,22,0.614837,0.000107,0.027313,0.415407
888,27.249821,13.916452,0.645632,0.000007,1.297862,21,0.648827,0.000067,0.019381,0.233424
889,26.471745,13.961054,0.624628,0.000006,1.221877,20,0.626517,0.000049,0.017848,0.118734
890,25.957865,13.838614,0.510376,0.000007,1.014466,20,0.506947,0.000048,0.026863,0.045376
891,24.698841,13.817590,0.725802,0.000018,1.482369,19,0.735432,0.000149,0.022535,0.549541
892,23.351156,13.920361,0.580669,0.000011,1.171567,17,0.579025,0.000065,0.024100,0.103445
893,24.017750,13.852190,0.590160,0.000011,1.184596,18,0.590652,0.000078,0.025245,0.211981
894,22.152552,13.864058,0.530452,0.000012,1.044026,16,0.524531,0.000053,0.026458,0.309831
895,17.402767,13.913403,0.512927,0.000032,0.978168,11,0.506064,0.000095,0.038013,0.568846
897,20.510708,13.789560,0.645611,0.000036,1.316223,15,0.658299,0.000212,0.033548,0.697491
899,11.213195,14.303731,0.601256,0.002146,1.206317,4,0.607616,0.000975,0.084346,0.460743
901,10.198350,14.809902,0.632217,0.018824,1.229969,1,0.658895,0.002376,0.111668,3.178667
902,10.990744,14.428442,0.741287,0.003918,1.465382,3,0.751631,0.001486,0.068066,1.669719
903,11.087561,14.329268,0.535089,0.002196,1.071834,4,0.540313,0.000920,0.103550,0.008241
904,10.163298,14.824450,0.519242,0.016961,1.022190,1,0.523233,0.003631,0.217247,3.222801
905,10.380141,14.645664,0.711214,0.017199,1.398658,2,0.723495,0.003039,0.104711,1.268322
906,10.191630,14.812278,0.732030,0.027242,1.432519,1,0.760873,0.003389,0.099981,1.865874
907,10.216248,14.756446,0.456027,0.011490,0.900177,2,0.462557,0.003028,0.253640,0.825314
877,47.093975,13.852596,0.633683,0.000001,1.308367,42,0.626379,0.000027,0.013340,0.263090
879,35.936203,13.914016,0.606078,0.000002,1.179674,30,0.599349,0.000020,0.012593,0.115781
880,35.972485,13.909484,0.578619,0.000001,1.134062,30,0.571823,0.000016,0.012091,0.048295
884,33.294518,13.953565,0.722702,0.000004,1.449848,27,0.725183,0.000053,0.013819,0.292789
885,32.287788,13.934898,0.588275,0.000002,1.168545,26,0.584218,0.000020,0.013248,0.023259
886,32.426029,13.973122,0.649750,0.000003,1.250490,26,0.647212,0.000026,0.012135,0.106193
888,28.213358,13.911908,0.645940,0.000006,1.297862,22,0.645594,0.000064,0.019165,0.251085
889,27.438759,13.956712,0.624839,0.000006,1.221877,21,0.624685,0.000046,0.017429,0.144785
891,25.637249,13.808830,0.726814,0.000016,1.482369,20,0.730689,0.000141,0.022195,0.555858
892,24.308807,13.913714,0.580441,0.000009,1.171567,18,0.576237,0.000060,0.023353,0.136177
893,24.974020,13.845665,0.590222,0.000010,1.184596,19,0.587527,0.000072,0.024644,0.237234
894,23.095032,13.854509,0.529400,0.000010,1.044026,17,0.523352,0.000046,0.024835,0.237258
895,18.313208,13.892952,0.511257,0.000024,0.978168,12,0.505789,0.000079,0.034706,0.450381
897,21.414541,13.772277,0.647386,0.000031,1.316223,16,0.653066,0.000195,0.032744,0.703479
899,11.871902,14.180708,0.605062,0.000864,1.206317,5,0.601994,0.000660,0.070762,0.510568
902,11.621627,14.293118,0.747714,0.001490,1.465382,4,0.738059,0.001020,0.058520,1.507571
903,11.712376,14.195036,0.538237,0.000874,1.071834,5,0.538351,0.000614,0.085342,0.142330
904,10.438739,14.623945,0.521414,0.007732,1.022190,2,0.532182,0.001854,0.151038,2.143293
905,10.772080,14.451099,0.718882,0.006481,1.398658,3,0.710161,0.001615,0.079423,1.130207
906,10.510691,14.608871,0.749706,0.010688,1.432519,2,0.741968,0.001804,0.076898,1.571982
907,10.509321,14.556619,0.459506,0.005374,0.900177,3,0.456843,0.001561,0.187931,0.814805
879,36.885929,13.909738,0.605585,0.000001,1.179674,31,0.601018,0.000021,0.012590,0.127015
880,36.909203,13.904405,0.578133,0.000001,1.134062,31,0.573224,0.000015,0.011978,0.063897
885,33.259415,13.931954,0.587873,0.000002,1.168545,27,0.585456,0.000020,0.012917,0.000306
886,33.403782,13.971086,0.649524,0.000002,1.250490,27,0.649438,0.000025,0.011900,0.121797
888,29.180742,13.908072,0.645909,0.000006,1.297862,23,0.648677,0.000064,0.018943,0.265723
889,28.408197,13.952817,0.624823,0.000005,1.221877,22,0.627625,0.000045,0.017070,0.166881
891,26.590380,13.802442,0.727203,0.000014,1.482369,21,0.736484,0.000139,0.021752,0.560506
892,25.264551,13.907110,0.579891,0.000008,1.171567,19,0.578421,0.000058,0.022675,0.163965
893,25.931189,13.839678,0.589901,0.000009,1.184596,20,0.590300,0.000070,0.024059,0.258304
894,24.039751,13.845860,0.528374,0.000008,1.044026,18,0.524116,0.000042,0.023498,0.172962
895,19.237494,13.876717,0.510009,0.000019,0.978168,13,0.506173,0.000068,0.032072,0.346911
897,22.344137,13.760239,0.648140,0.000027,1.316223,17,0.659256,0.000191,0.031763,0.707843
899,12.626493,14.094231,0.603477,0.000418,1.206317,6,0.611180,0.000503,0.059971,0.552747
902,12.356984,14.197439,0.742538,0.000694,1.465382,5,0.751751,0.000811,0.050307,1.388163
903,12.442602,14.099604,0.538297,0.000411,1.071834,6,0.543805,0.000455,0.071996,0.249957
904,10.852134,14.432880,0.527904,0.003086,1.022190,3,0.532930,0.001070,0.114741,1.445710
905,11.326704,14.292926,0.713147,0.002226,1.398658,4,0.724680,0.001086,0.062617,1.054066
906,10.996565,14.429354,0.744503,0.003509,1.432519,3,0.756083,0.001219,0.060955,1.388998
907,10.938928,14.370013,0.457945,0.002223,0.900177,4,0.462617,0.001009,0.147725,0.836268
908,10.000000,15.000000,0.444041,0.021908,0.888081,0,0.475257,0.083364,0.993381,3.923394
909,10.000000,15.000000,0.546124,0.033139,1.092248,0,0.590527,0.047116,0.555475,1.689160
910,10.000000,15.000000,0.742294,0.061222,1.484588,0,0.815199,0.034566,0.266558,1.369023
911,10.000000,15.000000,0.733910,0.059847,1.467819,0,0.795216,0.034408,0.278904,0.305615
912,10.000000,15.000000,0.444623,0.021965,0.889246,0,0.477369,0.073831,0.948113,3.966656
879,37.858109,13.907719,0.605285,0.000001,1.179674,32,0.598689,0.000020,0.012600,0.135526
880,37.876610,13.901962,0.577817,0.000001,1.134062,32,0.571536,0.000015,0.011864,0.076990
885,34.237633,13.929786,0.587651,0.000002,1.168545,28,0.584063,0.000018,0.012584,0.020237
886,34.383968,13.969187,0.649517,0.000002,1.250490,28,0.647389,0.000024,0.011687,0.135303
888,30.146624,13.904090,0.646143,0.000005,1.297862,24,0.645471,0.000061,0.018807,0.276460
889,29.376368,13.948993,0.625094,0.000004,1.221877,23,0.625509,0.000043,0.016782,0.184090
891,27.533413,13.795206,0.728055,0.000013,1.482369,22,0.731969,0.000133,0.021491,0.562359
892,26.226902,13.901853,0.579712,0.000007,1.171567,20,0.576326,0.000054,0.022107,0.185474
893,26.891306,13.834235,0.589945,0.000008,1.184596,21,0.587609,0.000067,0.023618,0.273727
894,24.995256,13.839190,0.527697,0.000007,1.044026,19,0.523720,0.000037,0.022235,0.119475
895,20.173653,13.863799,0.509196,0.000015,0.978168,14,0.506833,0.000058,0.029617,0.262603
897,23.260967,13.746819,0.649467,0.000023,1.316223,18,0.654320,0.000178,0.031186,0.707405
899,13.431816,14.029438,0.606735,0.000242,1.206317,7,0.608245,0.000386,0.053077,0.569757
902,13.150616,14.126593,0.746479,0.000398,1.465382,6,0.744170,0.000630,0.045277,1.296567
903,13.233193,14.029085,0.540721,0.000231,1.071834,7,0.544294,0.000345,0.062626,0.308102
904,11.415112,14.278266,0.530986,0.001196,1.022190,4,0.542909,0.000708,0.090065,1.026484
905,12.014221,14.179691,0.719990,0.000911,1.398658,5,0.717618,0.000753,0.053198,0.991746
